"Created Date","Changed Date",Name,Description,Keywords,Reference,Visible,Private,Schedule,Labels,"Marker Feeds",Category,"Marker Instance ID","Category ID","Marker ID",Latitude,Longitude
"2017-03-31 18:22:23","2017-06-28 19:04:38","Regent Administrative Center","Key administrative and Academic &amp; Research offices are housed in this building, including Admissions, Registrar, Bursar, Financial Aid, Graduate School, and others.  Address 2055 Regent Drive  Nearest bus stopLocation: Broadway &amp; Regent Drive Routes: 204225/225D/225EDashGSSkipDepartmentsAdmissionsRegistrar Bursar Financial AidGraduate School Provost OfficeResearch and Innovation Office","RGNT,admissions,financial aid,registrar,new student and families,orientation,graduate school,provost,research and innovation office,pay tuition,bursar,registration",,1,0,,,,"Administrative Offices",193961,20986,136311,40.004414,-105.267014
"2017-03-31 18:23:35","2017-06-28 19:41:06","Research Laboratory No. 1, Litman","This building is home to the research facilities for INSTAAR and Institute for Behavioral Genetics.  Address 1560 30th Street  Nearest bus stopLocation: 30th Street &amp; Marine Street Routes: BoundJDepartmentsINSTAARInstitute for Behavioral Genetics",LITR,,1,0,,,,"Administrative Offices",193962,20986,136312,40.013340,-105.253036
"2017-03-31 18:23:39","2017-05-11 22:46:17","Research Laboratory No. 2, RL2","Facilities Management, Science Discovery, CIRES, and NCHEMS offices  Address 1540 30th Street  Nearest bus stop Location: 30th Street &amp; Marine Street Routes: BoundJ","RL2,",,1,0,,,,"Administrative Offices",193963,20986,136313,40.012745,-105.253021
"2017-03-31 18:23:43","2017-05-11 22:46:22","Research Laboratory No. 4, Life Science","This building houses the Institute for Behavioral Genetics offices.  Address 1520 30th Street  Nearest bus stop30th Street &amp; Marine Street  Routes: BoundJ",LSRL,,1,0,,,,"Administrative Offices",193964,20986,136314,40.012272,-105.252831
"2017-03-31 18:23:47","2017-05-11 22:46:26","Research Laboratory No. 6, Marine Street Science Center","Housed in this building are Center for Human Function and Work, Graduate School of Banking, OIT, PBA, Public Safety, Emergency Management, Risk Management, Science Discovery, USGS.  Address 3215 Marine Street  Nearest bus stopLocation: Marine Street &amp; 30th Street Routes:Stampede",MSSC,,1,0,,,,"Administrative Offices",193965,20986,136315,40.013966,-105.250458
"2017-03-31 18:23:51","2017-05-11 22:24:32","Research Park Greenhouse","This building is a research facility, and not open for visits. Address 1380 20th Street  Nearest bus stopLocation: 30th Street &amp; Shadow Creek Drive Routes:  BoundJ",GH-3,,1,0,,,,"Academic & Research",193966,2732,136316,40.010708,-105.252464
"2017-03-31 18:23:55","2017-06-09 16:32:19","Roser ATLAS Center","The Roser ATLAS Center is home to the ATLAS Institute and Film Studies. ATLAS is a radically interdisciplinary research institute exploring the intersection of technology, art, design and policy. The center includes research labs, the Black Box Experimental Studio, teaching facilities and a hacker/maker space. The building includes a 150-seat, distance-learning equipped auditorium, a 75-seat film screening room, a lobby featuring a video wall, a cafe, Technology-enhanced, active-learning classrooms for use by all disciplines in on-site and distance education, including two 40-student classrooms, two 25-student classrooms, and two computer labs/classrooms. The two-story 2,700- square-foot Black Box Experimental Studio performance space with digital technology for interdisciplinary creative work with musicians, dancers, visual artists and technology, visiting artists, Web casts, interactive audio and visual performances, video production, and cinema projection.  The Black Box Experimental Studio supports 360&oslash; HD projection, 5.1 and 8.1 audio configurations as well as DMX and MIDI controlled lighting and audio systems. This allows state of the art theatrical productions and offers  creative flexibility in design and implementation of hardware and software control interfaces.  Address 1125 18th Street  Nearest bus stop Location: Colorado Ave &amp; 18th St Routes:  209/209GHopJStampedeDepartmentsAtlas Institute",ATLS,,1,0,,,,"Academic & Research",193967,2732,136317,40.007648,-105.269966
"2017-03-31 18:23:55","2017-06-09 16:32:19","Roser ATLAS Center","The Roser ATLAS Center is home to the ATLAS Institute and Film Studies. ATLAS is a radically interdisciplinary research institute exploring the intersection of technology, art, design and policy. The center includes research labs, the Black Box Experimental Studio, teaching facilities and a hacker/maker space. The building includes a 150-seat, distance-learning equipped auditorium, a 75-seat film screening room, a lobby featuring a video wall, a cafe, Technology-enhanced, active-learning classrooms for use by all disciplines in on-site and distance education, including two 40-student classrooms, two 25-student classrooms, and two computer labs/classrooms. The two-story 2,700- square-foot Black Box Experimental Studio performance space with digital technology for interdisciplinary creative work with musicians, dancers, visual artists and technology, visiting artists, Web casts, interactive audio and visual performances, video production, and cinema projection.  The Black Box Experimental Studio supports 360&oslash; HD projection, 5.1 and 8.1 audio configurations as well as DMX and MIDI controlled lighting and audio systems. This allows state of the art theatrical productions and offers  creative flexibility in design and implementation of hardware and software control interfaces.  Address 1125 18th Street  Nearest bus stop Location: Colorado Ave &amp; 18th St Routes:  209/209GHopJStampedeDepartmentsAtlas Institute",ATLS,,1,0,,,,"Performance & Museum Venues",193968,2733,136317,40.007648,-105.269966
"2017-03-31 18:23:59","2017-06-28 19:04:57","Science Learning Laboratory","This is a learning center housing CU Science Discovery, the BP Center for Visualization, and Nuclear Physics.  Address 3400 Marine Street  Nearest bus stopLocation: Marine Street &amp; 30th Street Route: StampedeDepartmentsScience Discovery",SLL,,1,0,,,,"Academic & Research",193969,2732,136318,40.012856,-105.249786
"2017-03-31 18:24:03","2017-06-28 19:04:47","Sewall Hall","Sewall Hall, named in honor of Cu's first president, Joseph Sewall, is located on the north side of central campus and houses approximately 340 students. The building features an imposing curved entrance with columns, a large central courtyard, and several balconies. The intricate variation of roof levels, punctuated be decoratie dovecote chimneys, echoes the forms of the mountains and the Flatirons.  It is home to the Sewall Residential Academic &amp; Research Program, which focuses on history and culture. Participation in the program is mandatory for all residents. Freshmen and sophomores with majors in arts and sciences and business live here. Sewall is home to a Grab-n-Go, Market, and Dining Center.  Address 1720 University Avenue  Nearest bus stopLocation: Broadway &amp; University Ave Routes:  204225/225D/225EDashSkip",SWLL,,1,0,,,,Housing,193970,20810,136319,40.010502,-105.271133
"2017-03-31 18:24:07","2017-06-28 18:45:36","Smiley Court","Located on the corner of 30th Street and Colorado Avenue. Offering furnished and unfurnished one-and two-bedroom apartments and unfurnished studio and three-bedroom apartments for a variety of graduate students with families, committed couples, single parents, and CU staff and faculty. Contact graduatefamilyhousing@colorado.edu for more information.  Address 1300 30th Street  Nearest bus stopLocation: 30th Street &amp; Colorado Ave Routes: BoundJ",SMCT,,1,0,,,,Housing,193971,20810,136320,40.008797,-105.252052
"2017-03-31 18:24:11","2017-06-28 18:45:22","Smith Hall","Smith Hall is part of the Kittredge Neighborhood and houses approximately 330 students. It is also home to the Honors Residential Academic &amp; Research Program (Honors RAP) which all Smith residents must be a part of. Students with all majors, primarily arts and sciences, who are honors qualified, live here.  Address 2525 Kittredge Loop Drive  Nearest bus stopLocation: Baseline Road and Broadway Routes:  204225/225D/225E",SMTH,,1,0,,,,Housing,193972,20810,136321,40.002136,-105.261627
"2017-03-31 18:24:15","2017-06-29 21:48:02","Sommers-Bausch Observatory","Sommers-Bausch Observatory (SBO) is operated by the Department of Astrophysical and Planetary Sciences (APS) to provide observational experience for CU undergraduate students, and hands-on training in astronomical observations and instrumentation for departmental majors and graduate students.  Address 2475 Kittredge Loop Drive  Nearest bus stopLocation: Regent Drive &amp; Broadway Routes: 209/209GDepartmentsFiske Planetarium","OBSV,Fiske,laser shows,",,1,0,,,,"Academic & Research",193973,2732,136322,40.003796,-105.262985
"2017-03-31 18:24:19","2017-06-28 18:45:26","Space Science Building","This is the newest LASP location and is also located on the University of Colorado's East Campus Research Park. The SPCS building is host to LASP's Science Division, Office of Communications &amp; Outreach, and a satellite group of IT operations and administrative staff.  Address 123 Innovation Drive  Nearest bus stop Location: Colorado Ave &amp; Innovation Drive Route: StampedeDepartmentsLASP",SPSC,,1,0,,,,"Administrative Offices",193974,20986,136323,40.011971,-105.245804
"2017-03-31 18:24:19","2017-06-28 18:45:26","Space Science Building","This is the newest LASP location and is also located on the University of Colorado's East Campus Research Park. The SPCS building is host to LASP's Science Division, Office of Communications &amp; Outreach, and a satellite group of IT operations and administrative staff.  Address 123 Innovation Drive  Nearest bus stop Location: Colorado Ave &amp; Innovation Drive Route: StampedeDepartmentsLASP",SPSC,,1,0,,,,"Academic & Research",193975,2732,136323,40.011971,-105.245804
"2017-03-31 18:24:23","2017-06-28 18:45:31","Speech, Language, and Hearing Sciences","This building house classrooms, clinics, and research areas for the study of human communication as conducted by the Department of Speech, Language, and Hearing Sciences.  Address 2501 Kittredge Loop Drive  Nearest bus stopLocation: Regent Drive &amp; Broadway Route: 209/209GDepartmentSpeech, Language and Hearing Sciences",SLHS,,1,0,,,,"Academic & Research",193976,2732,136324,40.003979,-105.262505
"2017-03-31 18:24:27","2017-05-12 15:55:38","Stadium Ticket Building","Built in CU's classic style, this building holds ticket sales for CU sports events.  Address2095 Colorado Avenue  Nearest bus stopLocation: Colorado Ave &amp; Folsom St Routes: 209/209GHopStampede",STTB,,1,0,,,,"Athletics & Recreation",193977,2734,136325,40.008469,-105.266907
"2017-03-31 18:24:31","2017-03-31 18:24:31","Stadium Computer Lab","Stadium 217. Windows 7 Lab. 10 computers.","STAD 217 (ROTC)",,1,0,,,,"Computer labs",193978,21001,136326,40.008945,-105.265961
"2017-03-31 18:24:35","2017-06-20 15:58:58","Stearns Commons",,STRN,,1,0,,,,Housing,193979,20810,136327,39.998993,-105.252052
"2017-03-31 18:24:39","2017-06-28 18:45:12","Student Recreation Center","The Recreation Center offers over 300,000 square feet of recreation activity space, including 6 basketball courts, 5 fitness studios, ice rink, 3 tennis courts, 4 pools, 4 racquetball courts, indoor turf gym, climbing wall, and a wellness suite.  Address 1855 Pleasant Street",REC,,1,0,,,,"Athletics & Recreation",193980,2734,136328,40.010323,-105.269073
"2017-03-31 18:24:43","2017-06-13 17:19:48","Technology Learning Center","Located in the heart of campus, the Technology Learning Center is the central location for the Office of Information Technology's customer service facing employees. Here you will find many from the Academic &amp; Research and Campus Technology Communications and Support Team, including IT Walk-In Desktop Support and Academic &amp; Research Technology Design Team. This building is Fragrance-Free.  Address 1045 18th Street  Nearest bus stopLocation: Colorado Ave &amp; Folsom St Routes: 209/209GHopStampede",TLC,,1,0,,,,"Administrative Offices",193981,20986,136329,40.007057,-105.269821
"2017-03-31 18:24:47","2017-05-11 22:46:35","Temporary Building No. 1","This building was originally meant for use by the Medical School, as well as a training school for nurses. By 1902 it had become a self-supporting hospital serving the university as well as town and county residents. Eventually, the Medical School moved its operations to Denver, and the building was given a ""temporary"" designation and slated for demolition. It has since turned into a useful facility for Academic &amp; Research offices and programs, and is no longer considered temporary. The building has received infrstructure improvements.  Address 1715 Pleasant Street  Nearest bus stopLocation: Colorado Ave &amp; Folsom St. Routes: 209/209GHopStampede",TB01,,1,0,,,,"Administrative Offices",193983,20986,136330,41.591549,-93.727936
"2017-03-31 18:24:59","2017-06-28 19:13:51","University Administrative Center","This building houses offices for the Chancellor.  Address 914 Broadway  Nearest bus stopLocation: Broadway &amp; Regent Drive Routes:  204225/225D/225EDashGSSkip","UCTR, 914",,1,0,,,,"Administrative Offices",193986,20986,136333,40.004238,-105.268150
"2017-03-31 18:28:49","2017-03-31 18:28:49","University Administrative Center Annex","Administrative offices for CU's four-campus system are housed here.Address924 BroadwayNearest busBroadway & Regent Drive204 http://www3.rtd-denver.com/schedules/getSchedule.action?runboardId=162&routeType=11&routeId=204&serviceType=3225/225D/225E http://www3.rtd-denver.com/schedules/getSchedule.action?runboardId=162&routeType=11&routeId=225&serviceType=3Dash http://www3.rtd-denver.com/schedules/getSchedule.action?runboardId=162&routeType=11&routeId=DASH&serviceType=3GS http://www3.rtd-denver.com/schedules/getSchedule.action?runboardId=162&routeType=12&routeId=GS&serviceType=3Skip http://www3.rtd-denver.com/schedules/getSchedule.action?runboardId=162&routeType=11&routeId=SKIP&serviceType=3",TB19,,1,0,,,,"Administrative Offices",193987,20986,136334,40.004181,-105.268585
